sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
nj-001350,customOptionsSet,simple,"Default Category/Decor Accessories,Default Category/Decor Accessories/Retro Rugs",base,Venice round rug,"<p>Round and bright, our Verner Panton VP VIII Carpet-inspired roulette rug is ideal for any room. Made of the best raw materials, colors and woolen yarns, this multi-color carpet is guaranteed by the highest level of quality assurance. Bring a wonderful style into any room with this unique floor covering.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Technique: Tufted</li>
<li>Material: Pure new wool</li>
<li>Round</li>
<li>Unique design</li>
<li>Construction: Handmade</li>
<li>Distressed: No</li>
<li>Collection: Verner Panton</li>
<li>Country of Origin: India</li>
</ul>
<p><strong>Note: This quality item is custom made for your order. Unfortunately, this means that orders cannot be cancelled or returned once placed, so please call our trained staff with any questions you may have prior to ordering - we will ensure that you get exactly what you need.</strong></p>",15,1,Taxable Goods,"Catalog, Search",979,Venice-round-rug.jpg,,Venice-round-rug.jpg,,Venice-round-rug.jpg,,1000,1,0,"Venice-round-rug1.jpg,Venice-round-rug2.jpg,Venice-round-rug3.jpg",,NJM-pantround,panton roulette rug,"36"" Diameter<br />Pile height: 1.25''<br />80 count 100% New Zealand Wool Hand tufted</p>"
nj-001339,customOptionsSet,simple,"Default Category/Decor Accessories,Default Category/Decor Accessories/Retro Rugs",base,Venice wave rug,"<p>Mid Century Modern Design would not be complete without the design accessories. Perhaps the most colorful of the Mid Century Design accessories is their beautiful, Rya Wool Rugs. A+D Modern has created a special line of colorful, whimsical and artful Rya style wool rugs. All handmade by talented artisans, they are constructed using traditional loom methods crafted of 100% New Zealand wool and available in many different geometric and unique designs.<p> This rug features a classic multi-color wave pattern so prominent in the Panton designs. Shades of orange, rose, red, purple, violet, dark blue, blue and off white create a brilliant contrast of colors that make this rug really pop in a classic mid-century living space. Please specify Brown, Black or Off-White background color.</p>",80,1,Taxable Goods,"Catalog, Search",1099,Venice-wave-rug.jpg,,Venice-wave-rug.jpg,,Venice-wave-rug.jpg,,1000,1,0,"Venice-wave-rug1.jpg,Venice-wave-rug2.jpg,Venice-wave-rug3.jpg,Venice-wave-rug4.jpg,Venice-wave-rug5.jpg",,NJM-10238-C,panton style curve rug,6ft x 9ft
mf-000411,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Vernon chair,"<p>Our reproduction of the classic, award-winning panton S chair will definitely be the center of attention in any room of your house. This iconic chair originally released in 1967, has won various design awards and has appeared in the collections of many renowned museums. This chair is just as comfortable as it is stylish. The robust cantilever base and overall shape of the chair provide for comfortable seating.</p>
<p>In 1960, Panton was credited with creating the very first single-form injection-molded plastic chair with the Panton stacking chair.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Made of polypropylene in a single mold</li>
<li>Matte surface</li>
<li>Stackable up to 4 high</li>
<li>Suitable for indoor/outdoor use</li>
</ul>",15,1,Taxable Goods,"Catalog, Search",249,Vernon-chair.jpg,,Vernon-chair.jpg,,Vernon-chair.jpg,,1000,1,0,"Vernon-chair1.jpg,Vernon-chair2.jpg,Vernon-chair3.jpg,Vernon-chair4.jpg",,16M-EEI-123,panton S chair,"33.75"" H x 20.75"" W x 24"" D"
cs-000133,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair,Default Category/Modern Furniture/Outdoor Furniture",base,Vernon fiberglass chair,"<p>Our reproduction of the classic, award-winning panton fiberglass S chair will definitely be the center of attention in any room of your house. This iconic chair originally released in 1967, has won various design awards and has appeared in the collections of many renowned museums. This chair is just as comfortable as it is stylish. The robust cantilever base and overall shape of the chair provide for comfortable seating. This model is made of solid fiberglass.</p>
<p>In 1960, Panton was credited with creating the very first single-form injection-molded plastic chair with the Panton stacking chair.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Made of fiberglass in a single mold</li>
<li>Matte surface</li>
<li>Stackable up to 4 high</li>
<li>Suitable for indoor/outdoor use</li>
</ul>",20,1,Taxable Goods,"Catalog, Search",299,Vernon-fiberglass-chair.jpg,,Vernon-fiberglass-chair.jpg,,Vernon-fiberglass-chair.jpg,,1000,1,0,"Vernon-fiberglass-chair1.jpg,Vernon-fiberglass-chair2.jpg,Vernon-fiberglass-chair3.jpg,Vernon-fiberglass-chair4.jpg,Vernon-fiberglass-chair5.jpg",,03C-S-FEC1417,panton fiberglass S chair,"33.75"" H x 20.75"" W x 24"" D"
mo-000348,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Verona cone chair,"<p>This is our reproduction of the <strong>Verner Panton Cone Chair</strong>, which takes its name from its cone-shaped silhouette.</p>
<p>The Cone Chair was designed in 1958 for a Danish restaurant. The pointed base of the chair's cone-shape is swivel-mounted on a stainless steel foot. The chair's back and armrests are formed by a semicircular extension of the shell. With its additional seat cushion, the sleekly upholstered shell offers comfortable seating in a variety of settings, from restaurants and bars to waiting areas, conference rooms or the home.<br /> <br /> <strong>Designed by:</strong> Verner Panton, 1958<br /> <br /> <strong>Features:</strong></p>
<p>Production notes: Glass-fiber reinforced shell with light upholstery and seat cushion.</p>
<ul>
<li>Available in selection of fabrics and leathers</li>
<li>Upholstery padding, seat cushion</li>
<li>Stainless steel foot</li>
<li>Swivel mounted</li>
</ul>
<p></p>",25,1,Taxable Goods,"Catalog, Search",979,Verona-cone-chair.jpg,,Verona-cone-chair.jpg,,Verona-cone-chair.jpg,,1000,1,0,"Verona-cone-chair1.jpg,Verona-cone-chair2.jpg,Verona-cone-chair3.jpg,Verona-cone-chair4.jpg,Verona-cone-chair5.jpg",,14M-10352,panton cone chair,"32.25"" H x 22.5"" W x 23"" D <br />Seat Height: 17.75"""
fm-000238,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Verona heart chair,"<p>This is our reproduction of the Verner Panton Heart Cone Chair. A variant of the cone chair, it was designed one year later and given this name because of its heart-shaped outline. The Heart Cone Chair has large, projecting wings that could be interpreted as a contemporary take on the classic wing chair. It combines the elegance of the Fifties with the quirky style of the Sixties. In spite of its extravagant appearance the Heart Cone Chair is practical and surprisingly comfortable, ideal for everyday use in lobbies, restaurants and bars, as well as in the home.<br /> <br /> <strong>Designed by:</strong> Verner Panton, 1959<br /> <br /> <strong>Features:</strong></p>
<ul>
<li>Available in selection of fabric or leather</li>
<li>Polyurethane foam upholstery</li>
<li>Stainless steel base in satin finish</li>
</ul>
",75,1,Taxable Goods,"Catalog, Search",1099,Verona-heart-chair.jpg,,Verona-heart-chair.jpg,,Verona-heart-chair.jpg,,1000,1,0,"Verona-heart-chair1.jpg,Verona-heart-chair2.jpg",,08F-FMI4015,panton heart chair,"35"" H x 40.5"" W x 24.5"" D<br />Seat Height: 15""</p>"
sb-000893,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Verona leather cone chair,"<p>This is our reproduction of the <strong>Verner Panton Cone Chair</strong> in leather, which takes its name from its cone-shaped silhouette.</p>
<p>The Cone Chair was designed in 1958 for a Danish restaurant. The pointed base of the chair's cone-shape is swivel-mounted on a stainless steel foot. The chair's back and armrests are formed by a semicircular extension of the shell. With its additional seat cushion, the sleekly upholstered shell offers comfortable seating in a variety of settings, from restaurants and bars to waiting areas, conference rooms or the home.<br /> <br /> <strong>Designed by:</strong> Verner Panton, 1958<br /> <br /> <strong>Features:</strong></p>
<p>Production notes: Glass-fiber reinforced shell with light upholstery and seat cushion.</p>
<ul>
<li>Available in selection of fabrics and leathers</li>
<li>Upholstery padding, seat cushion</li>
<li>Stainless steel foot</li>
<li>Swivel mounted</li>
</ul>
<p></p>",25,1,Taxable Goods,"Catalog, Search",1199,Verona-leather-cone-chair.jpg,,Verona-leather-cone-chair.jpg,,Verona-leather-cone-chair.jpg,,1000,1,0,"Verona-leather-cone-chair1.jpg,Verona-leather-cone-chair2.jpg,Verona-leather-cone-chair3.jpg,Verona-leather-cone-chair4.jpg",,22S-FG37,panton cone chair - leather,"32.25"" H x 22.5"" W x 23"" D <br />Seat Height: 17.75"""
fm-000246,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Floor Lamps",base,Vestal floor lamp,"This is our reproduction of Verner Panton's Fun Lamp, capiz shell floor lamp. Tall and elegant, its cascading design features mother of pearl discs, suspended from a metal frame with three rings, which make wonderful musical sounds when stirred by a breeze. These lamps have an ethereal presence, with light shining through the discs to produce a warm, opulent glow. Requires 1 X 60W Incandescent clear bulb (not included). UL approved.",30,1,Taxable Goods,"Catalog, Search",429,Vestal-floor-lamp.jpg,,Vestal-floor-lamp.jpg,,Vestal-floor-lamp.jpg,,1000,1,0,"Vestal-floor-lamp1.jpg,Vestal-floor-lamp2.jpg,Vestal-floor-lamp3.jpg",,08F-FMI9281,verner panton shell floor lamp,"47""H x 16""W"
fm-000247,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Floor Lamps",base,Veteran floor lamp,"This is our reproduction of Verner Panton's Panthella floor lamp, designed in 1971. One of his more popular designs, it is also offered as a table lamp. It is composed of an injection molded white opal shade with the base and housing in white injection molded aluminum. The stem of this fixture is constructed of white aluminum. The basic light principle aimed to create a lamp in which the base as well as the shade would act as a reflector. The lamp's light source is hidden under a white, hemispheric acrylic shade and its white, trumpet-like base contributes to a beautiful distribution of light as well as a well balanced form. The Panton Floor Lamp creates soft and diffused illumination which makes it ideal for general accent or reading lighting. ",30,1,Taxable Goods,"Catalog, Search",429,Veteran-floor-lamp.jpg,,Veteran-floor-lamp.jpg,,Veteran-floor-lamp.jpg,,1000,1,0,"Veteran-floor-lamp1.jpg,Veteran-floor-lamp2.jpg",,08F-FMI9283,verner panton panthella floor lamp,"51.5""H x 14""W x 20""D
<br />Shade: 19.7"" "
sb-000857,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Veteran pendant lamp,"An object cannot become a design icon until it has stood the test of time and appears quite naturally in different settings, giving it a symbolic aura of its own. FlowerPot is just that. Of the lamps Verner Panton designed, FlowerPot and Topan stand out as some of the simplest and most memorable designs. We have now re-created those lamps at A+D Modern. The Panton Flower Pot Pendant, made from spun aluminum. The famous lamp, designed in 1969, was named after the happy days of Flower Power. The beauty is in the simplicity of the spherical design. Great when hung in a cluster for a dramatic effect in any room. Aluminum Powder Coat/Stainless steel",10,1,Taxable Goods,"Catalog, Search",299,Veteran-pendant-lamp.jpg,,Veteran-pendant-lamp.jpg,,Veteran-pendant-lamp.jpg,,1000,1,0,"Veteran-pendant-lamp1.jpg,Veteran-pendant-lamp2.jpg,Veteran-pendant-lamp3.jpg",,22S-10353,panton flower pot pendant lamp ,Dia. 10in x 6in Max 40 Watt
fm-000248,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Table Lamps",base,Veteran table lamp,"This is our reproduction of Verner Panton's Panthella table lamp, designed in 1971. One of his more popular designs, it is also offered as a floor lamp. It is composed of an injection molded white opal shade with the base and housing in white injection molded aluminum. The stem of this fixture is constructed of white aluminum. The basic light principle aimed to create a lamp in which the base as well as the shade would act as a reflector. The lamp's light source is hidden under a white, hemispheric acrylic shade and its white, trumpet-like base contributes to a beautiful distribution of light as well as a well balanced form. The Panton Table Lamp creates soft and diffused illumination which makes it ideal for general accent or reading lighting. ",30,1,Taxable Goods,"Catalog, Search",269,Veteran-table-lamp.jpg,,Veteran-table-lamp.jpg,,Veteran-table-lamp.jpg,,1000,1,0,"Veteran-table-lamp1.jpg,Veteran-table-lamp2.jpg,Veteran-table-lamp3.jpg",,08F-FMI9284,verner panton panthella table lamp,"21.5""H x 15.5""W
<br />Base"" 9.8"" Diameter
<br />Shade"" 15.7"" "
cs-000195,customOptionsSet,simple,Default Category/Lighting,base,Victor pendant lamp,"Our reproduction VP Globe is a floating sculpture in the form of a light fixture. The VP Globe pendant light was designed by Verner Panton in 1970. The VP Globe is a transparent acrylic globe with five reflectors in hollowed out aluminum with lacquered finish (white, blue and orange) inside it suspended by 3 steel chains. The overall design is futuristic and beautiful.",10,1,Taxable Goods,"Catalog, Search",549,Victor-pendant-lamp.jpg,,Victor-pendant-lamp.jpg,,Victor-pendant-lamp.jpg,,1000,1,0,"Victor-pendant-lamp1.jpg,Victor-pendant-lamp2.jpg",,03C-S-LBC028,verner panton globe light,"15.75"" x 15.75""H "
tf-000977,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Volney chair,"Our Volney chair is crafted with pure white, genuine sheepskin seat and back cushions and is set upon translucent acrylic legs. This plush accent chair is a great way to add texture and convenient seating to the modern living room or bedroom area. ",20,1,Taxable Goods,"Catalog, Search",1799,Volney-chair.jpg,,Volney-chair.jpg,,Volney-chair.jpg,,1000,1,0,"Volney-chair1.jpg,Volney-chair2.jpg,Volney-chair3.jpg",,25T-TOV-A75,livonia sheepskin chair,"21""W x 22.5""D x 33""H"
cs-000146,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Voorheesville chair,The three-legged Voorheesville chair features an open frame design with a semicircular back and arms in solid hardwood. Its chromed stainless steel legs support a padded seat with top grain black leather upholstery.,25,1,Taxable Goods,"Catalog, Search",1299,Voorheesville-chair.jpg,,Voorheesville-chair.jpg,,Voorheesville-chair.jpg,,1000,1,0,"Voorheesville-chair1.jpg,Voorheesville-chair2.jpg,Voorheesville-chair3.jpg,Voorheesville-chair4.jpg",,03C-S-FEC7139BLK,otto chair,"27.25""H x 25""W x 17.63""D
<br />Seat height: 18"""
